BEN 322|Exper.Desg.&amp;Modell.in Bioeng.|English|3|BEN 323|Material Science|English|3|6||| Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEN 323|Material Science|English|3|6|||
BEN 324|Bioengineering Lab. I|English|3|BEN 326|Genetics|English|3|6||| Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEN 326|Genetics|English|3|6||| Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BEN 331|Food Biotechnology|English|3|0|||
BEN 332|Environmental Biotechnology|English|3|6|||
BEN 335|Biosensors|English|3|6|||
BEN 337|Biofuels and Bioenergy|English|3|6|||
BEN 341|Biomaterials|English|3|6|||
BEN 342|Environmental Toxicology|English|3|0|||
BEN 351|Bioengineering Thermodynamics|English|3|6|||
BEN 352|Transp. Process in Bioengin.|English|3|6|||
BHB 201E|Fundamental Software of Informatics|English|3|4|||
BHB 201E|Fundamental Software of Informatics|English|3|4||| Bu ders kapsamında, işletim sistemine (Linux/Unix) giriş ve temel buyruklar, kabuklar (bash, tc, kron, vb.), kabuk dilleri ve programlanması, AWK, GNUPLOT, Fortran ve uygulamaları, Octave/Matlab ve uygulamaları, Python ve uygulamaları konuları ele alınacaktır.
BHB 202E|Introduction to Mathematical Methods in Computational Science and Engineering|English|3|4|( ( EEF 281 MIN. DD veya EEF 281E MIN. DD ) veya ( MAT 143 MIN. DD veya MAT 143E MIN. DD ) veya BBF 102E MIN. DD veya VBA 210E MIN. DD veya ( END 210E MIN. DD veya END 210 MIN. DD ) ) Ve( ( MAT 103 MIN. DD veya MAT 103E MIN. DD ) veya ( MAT 185E MIN. DD veya MAT 185 MIN. DD ) ) |Yok| Vektörler: temel tanımlar, iç ve dış çarpım, alt uzaylar, koordinat sistemleri, vektör alanları, gradyen, diverjans, rotasyonel operatörler. Çizgi ve yüzey integralleri, temel düzeyde Green, Gauss ve Stokes teoremleri. Diferansiyel denklemler: birinci ve ikinci derece, temel çözüm yöntemleri, Laplace dönüşümleri ve sayısal çözümler. Karmaşık sayılar, fonksiyonlar ve serilerin mühendislikteki uygulamaları.
BHB 203E|Object Oriented Programming for Computational Science|English|3|4|BHB 204E|Spatial Data Science|English|3|4|( ( EEF 271E MIN. DD veya EEF 271 MIN. DD ) veya ( MAT 244 MIN. DD veya MAT 244E MIN. DD ) veya BBF 201E MIN. DD veya ( MAT 271 MIN. DD veya MAT 271E MIN. DD ) veya ( ISL 213 MIN. DD veya ISL 213E MIN. DD ) veya ( END 311 MIN. DD veya END 311E MIN. DD ) veya ECN 211E MIN. DD veya VBA 311E MIN. DD veya ( YZV 231 MIN. DD veya YZV 231E MIN. DD ) ) Ve( ( EEF 110E MIN. DD veya EEF 110 MIN. DD ) veya ( MAT 115 MIN. DD veya MAT 115E MIN. DD ) veya YZV 104E MIN. DD veya ( BLG 102 MIN. DD veya BLG 102E MIN. DD ) veya ( BIL 100 MIN. DD veya BIL 100E MIN. DD ) veya ( BIL 113 MIN. DD veya BIL 113E MIN. DD ) veya VBA 113E MIN. DD ) |Yok| Bu ders, mekânsal veri biliminin temel kavramlarını ve araçlarını kapsar; coğrafi veri türleri, uzamsal analiz ve görselleştirme konularını içerir. Öğrenciler, Python kütüphaneleri (örn. GeoPandas, PySAL), QGIS ve Google Earth Engine gibi araçlar kullanarak mekânsal verileri işler ve analiz eder. Uygulamalı projeler aracılığıyla açık kaynaklı coğrafi veri teknolojileriyle gerçek dünya problemlerine odaklanılır.
BHB 204E|Spatial Data Science|English|3|4|||
BHB 301E|Fourier Series and Boundary Value Problems|English|3|4|BHB 303|Yapısal Biyoloji ve Uygulamalı Biyoinformatik|Türkçe|3|4| ( KIM 101 MIN. DD veya KIM 101E MIN. DD ) Ve( ( EEF 110E MIN. DD veya EEF 110 MIN. DD ) veya ( MAT 115 MIN. DD veya MAT 115E MIN. DD ) veya YZV 104E MIN. DD veya ( BLG 102 MIN. DD veya BLG 102E MIN. DD ) veya ( BIL 100 MIN. DD veya BIL 100E MIN. DD ) veya ( BIL 113 MIN. DD veya BIL 113E MIN. DD ) veya VBA 113E MIN. DD ) |Yok| Biyomoleküllerin (protein, DNA, RNA) yapısal temelleri, biyolojik veritabanları (GenBank, UniProt, PDB), sekans hizalamaları (BLAST, ClustalW) ve yapısal analiz yöntemleri (PyMOL) ile biyoinformatiğin teorik altyapısını öğrenilmesi, R programlama dilinde temel ve ileri beceriler geliştirerek biyoinformatik veri analizinde uygulamalı yetkinlik kazanılması, yapısal biyoinformatiğin uygulamaları (ilaç keşfi, protein mühendisliği) ve yapı hizalandırmaları ile biyomoleküler analiz tekniklerinin anlaşılması.
BHB 303|Yapısal Biyoloji ve Uygulamalı Biyoinformatik|Türkçe|3|4| ( KIM 101 MIN. DD veya KIM 101E MIN. DD ) Ve( ( EEF 110E MIN. DD veya EEF 110 MIN. DD ) veya ( MAT 115 MIN. DD veya MAT 115E MIN. DD ) veya YZV 104E MIN. DD veya ( BLG 102 MIN. DD veya BLG 102E MIN. DD ) veya ( BIL 100 MIN. DD veya BIL 100E MIN. DD ) veya ( BIL 113 MIN. DD veya BIL 113E MIN. DD ) veya VBA 113E MIN. DD ) |Yok| Biyomoleküllerin (protein, DNA, RNA) yapısal temelleri, biyolojik veritabanları (GenBank, UniProt, PDB), sekans hizalamaları (BLAST, ClustalW) ve yapısal analiz yöntemleri (PyMOL) ile biyoinformatiğin teorik altyapısını öğrenilmesi, R programlama dilinde temel ve ileri beceriler geliştirerek biyoinformatik veri analizinde uygulamalı yetkinlik kazanılması, yapısal biyoinformatiğin uygulamaları (ilaç keşfi, protein mühendisliği) ve yapı hizalandırmaları ile biyomoleküler analiz tekniklerinin anlaşılması.
BHB 304|Görüntü İşlemenin Temelleri|Türkçe|3|4|BHB 401E|Sustainable Data Center Infrastructure|English|3|4||| Veri merkezleri, dijital dünya için temel bir altyapı bileşenidir. Bu ders, veri merkezlerinin mimari ve teknik altyapısının yanı sıra, enerji tüke9mi, sürdürülebilirlik stratejileri ve yeni teknolojilerin bu altyapılara entegrasyonunu ele alır. Soğutma teknolojileri, enerji verimliliği metrikleri (enerji kullanımı etkinliği, sürdürülebilirlik odaklı göstergeler), karbon ayak izi, yenilenebilir enerji entegrasyonu ve ileri seviye izleme sistemleri gibi konular, çağdaş veri merkezi tasarımının temel bileşenleri olarak detaylandırılır.
BHB 401E|Sustainable Data Center Infrastructure|English|3|4|||
BHB 402E|Computational Neuroscience|English|3|4|||
BHB 403|Bilim ve Mühendislik Uygulamaları İçin Bulanık Mantık İlkeleri|Türkçe|3|4|||
BIL 100E|Intr.to Prog.Language(PYTHON)|English|2|4,5|||
BIL 101E|Int to Comp and Inf Systems|English|1,5|2,5|||
BIL 103E|Intr. to Inf. Syst.&amp;Comp. Eng|English|2|2,5|||
BIL 104E|Intr. to Programming in C|English|3|4,5|||
BIL 105E|Int to Scientific and Engineering Computing (C)|English|3|4,5|||
BIL 106E|Intr toSci&amp; Eng Comp (Fortran)|English|3|4,5|||
BIL 108E|Intr. to Sci. &amp; Eng.Computing|English|3|7,5|||
BIL 109E|Computer|English|1,5|2|||
BIL 109E|Computer|English|1,5|2|||
BIL 110E|Intr. to Prog. Language (C)|English|2|4,5|||
BIL 112E|Intr.to Prog.Language(FORTRAN)|English|2|4,5|||
BIL 113E|Intr.to Sci&amp; Eng.Comp.(MATLAB)|English|2|4,5|||
BIL 310E|F|English|3|5|||
BIO 101|General Biology|English|3|3|||
BIO 102E|Engineering Biology|English|3|2,5|||
BIO 102E|Engineering Biology|English|3|2,5|||
BIO 103E|Int.to Mol.Biol.&amp;Genet.&amp;Ethics|English|2|3|||
BIO 105E|General Biology I|English|3|5,5|||
BIO 106EL|General Biology II Lab.|English|1,5|2,5|||
BIO 106E|General Biology II|English|3|5,5|||
BIO 111E|General Biology I|English|3|4|||
BIO 111E|General Biology I|English|3|4|||
BIO 112E|General Biology II|English|4,5|4|||
BIO 112E|General Biology II|English|4,5|4|||
BIO 201E|Understanding Enzymes|English|3|6|||
BIO 207EL|Cell Biology Lab.|English|1,5|2,5|||
BIO 207E|Cell Biology|English|3|6|||
BIO 210E|Mathematics for Biologists|English|3|6|||
BIO 211E|Cell Biology|English|4,5|12|||
BIO 212E|Genetics|English|3|6|||
BIO 212E|Genetics|English|3|6|||
BIO 214E|Microbiology|English|3|5|||
BIO 214E|Microbiology|English|3|5|||
BIO 215E|Biochemistry|English|3|5|||
BIO 215E|Biochemistry|English|3|5|||
BIO 216E|Microbiology|English|3|6|||
BIO 216L|Microbiology Lab.|Türkçe|1,5|2,5|||
BIO 216L|Microbiology Lab.|Türkçe|1,5|2,5|||
BIO 221E|Ecology|English|3|5|||
BIO 221E|Ecology|English|3|5|||
BIO 222E|Systematic Biology|English|2|5|||
BIO 222E|Systematic Biology|English|2|5|||
BIO 224E|Molecular Biology|English|3|5|||
BIO 224E|Molecular Biology|English|3|5|||
BIO 232E|Organic Chem. for Biologists|English|3|6|||
BIO 301E|Fundamentals of Biology|English|3|5|||
BIO 301E|Fundamentals of Biology|English|3|5|||
BIO 302E|Fundamentals of Biotechnology|English|3|5|||
BIO 303E|Biomaterials|English|3|5|||
BIO 303E|Biomaterials|English|3|5|||
BIO 311E|Biochemistry I|English|4,5|7|BIO 311E|Biochemistry I|English|4,5|7|( ( BIO 211 MIN. DD veya BIO 211E MIN. DD ) Ve ( KIM 205 MIN. DD veya KIM 205E MIN. DD ) ) veya( ( BIO 211 MIN. DD veya BIO 211E MIN. DD ) Ve ( KIM 303 MIN. DD veya KIM 303E MIN. DD ) ) |Yok| Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BIO 311E|Biochemistry I|English|4,5|7|BIO 312|Biyokimya II|Türkçe|4,5|7| ( BIO 311 MIN. DD veya BIO 311E MIN. DD ) |Yok| Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BIO 312E|Biochemistry II|English|4,5|7|BIO 312E|Biochemistry II|English|4,5|7| ( BIO 311 MIN. DD veya BIO 311E MIN. DD ) |Yok| Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BIO 312E|Biochemistry II|English|4,5|7|||
BIO 315EL|Biochemistry I Lab.|English|1,5|2,5|||
BIO 315E|Biochemistry I|English|3|6|||
BIO 317EL|Molecular Genetics Lab.|English|1,5|2,5|||
BIO 317E|Molecular Genetics|English|3|6|||
BIO 321E|Microbiology|English|4,5|8|||
BIO 321E|Microbiology|English|4,5|8|||
BIO 322E|Physiology|English|3|6|||
BIO 322E|Physiology|English|3|6|||
BIO 323E|Biochemistry I|English|3|4|||
BIO 323E|Biochemistry I|English|3|4|||
BIO 324E|Biochemistry II|English|3|4|||
BIO 324E|Biochemistry II|English|3|4|||
BIO 325E|Ecology|English|2|4,5|||
BIO 326E|Mol. Evolution &amp; Biodiversity|English|2|4,5|||
BIO 328EL|Biochemistry II Lab.|English|1,5|2,5|||
BIO 328E|Biochemistry II|English|3|6|||
BIO 331E|Molecular Genetics|English|3,5|6|||
BIO 332E|Modern Techniques in Biology|English|3|6|||
BIO 341E|General Biotechnology|English|3|6|||
BIO 341E|General Biotechnology|English|3|6|||
BIO 342E|Enzymology|English|3|6|||
BIO 351E|Biophysics|English|3|6|||
BIO 351E|Biophysics|English|3|6|||
BIO 411E|Molecular Biology|English|5,5|9|||
BIO 411E|Molecular Biology|English|5,5|9|||
BIO 412E|Recombinant DNA Technology|English|3|6|||
BIO 415EL|Molecular Biology Lab.|English|1,5|2,5|||
BIO 415E|Molecular Biology|English|4|7|||
BIO 417E|Molecular Biology|English|3|6|||
BIO 421E|Transport Phenomena|English|3|6|||
BIO 422E|Mathematical Biology|English|3|6|||
BIO 432E|Microbial Physiology|English|3|6|||
BIO 441E|Modelling in Biological System|English|3|6|||
BIO 442E|Molecular Immunology|English|3|7|||
BIO 442E|Molecular Immunology|English|3|7|||
BIO 451E|Industrial Microbiology|English|3|6|||
BIO 452E|Virology|English|3|7|||
BIO 452E|Virology|English|3|7|||
BIO 461E|Microbial Growth Kinetics|English|3|7|||
BIO 462E|Prot. Struct.-Function Relat.|English|3|6|||
BIO 463E|Molecular Neurobiology|English|3|6|||
BIO 464E|Microbial Genetics|English|3|6|||
BIO 466E|Developmental Biology|English|3|6|||
BIO 468E|Current Topics in Ecology|English|3|7|||
BIO 468E|Current Topics in Ecology|English|3|7|||
BIO 471E|Protein Biotechnology|English|3|6|||
BIO 472E|Plant Physiology|English|3|7|BIO 482|Transgenic Plant Technology|Türkçe|3|7| ( BIO 331 MIN. DD veya BIO 331E MIN. DD ) veya BIO 317E MIN. DD |Yok| Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BIO 472E|Plant Physiology|English|3|7|||
BIO 482E|Transgenic Plant Technology|English|3|7|BIO 482E|Transgenic Plant Technology|English|3|7| ( BIO 331 MIN. DD veya BIO 331E MIN. DD ) veya BIO 317E MIN. DD |Yok| Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BIO 482E|Transgenic Plant Technology|English|3|7|BIO 4901E|Mol Bio &amp; Genetics Design I|English|4|9|( ( KIM 101 MIN. DD veya KIM 101E MIN. DD ) veya ( KIM 111 MIN. DD veya KIM 111E MIN. DD ) ) Ve( ( KIM 101L MIN. DD veya KIM 101EL MIN. DD ) veya ( KIM 111L MIN. DD veya KIM 111EL MIN. DD ) ) Ve( ( MAT 103 MIN. DD veya MAT 103E MIN. DD ) ) Ve( ( FIZ 101 MIN. DD veya FIZ 101E MIN. DD ) veya ( FIZ 113 MIN. DD veya FIZ 113E MIN. DD ) ) Ve( ( FIZ 101L MIN. DD veya FIZ 101EL MIN. DD ) veya ( FIZ 113L MIN. DD veya FIZ 113EL MIN. DD ) ) Ve( ( MAT 104 MIN. DD veya MAT 104E MIN. DD ) ) Ve( ( FIZ 102 MIN. DD veya FIZ 102E MIN. DD ) veya ( FIZ 114 MIN. DD veya FIZ 114E MIN. DD ) veya ( FIZ 116E MIN. DD veya FIZ 116 MIN. DD ) ) Ve( ( FIZ 102L MIN. DD veya FIZ 102EL MIN. DD ) veya FIZ 114EL MIN. DD veya ( FIZ 116EL MIN. DD veya FIZ 116L MIN. DD ) ) Ve ( BIO 210E MIN. DD veya ( MAT 210 MIN. DD veya MAT 210E MIN. DD ) ) |95,00| Öğrencilere bireysel olarak bölüm öğretim üyelerince moleküler biyoloji, genetik ve biyoteknoloji konularında laboratuvar çalışmalarını kapsayan projeler verilir. Proje öğretim üyeleriyle yakın işbirliği içinde laboratuvar çalışmalarını ve yazılı bir rapor sunulmasını içermektedir
BIO 4901E|Mol Bio &amp; Genetics Design I|English|4|9|||
BIO 4902E|Mol Bio &amp; Genetics Design II|English|4|12|||
BIO 490E|Cancer Biology|English|3|6|||
BIO 491E|Molecular Biotechnology|English|3|6|||
BIO 491E|Molecular Biotechnology|English|3|6|||
BIO 492E|Graduation Project|English|3|11|||
BIO 492E|Graduation Project|English|3|11|||
BLG 101E|Intr. to Information Systems|English|2|5|||
BLG 102E|Intr to Sci&amp;Eng Comp (C)|English|4|8|||
BLG 111E|Introduction to Computer Engineering|English|1|2|||
BLG 112E|Discrete Mathematics|English|3|5|||
BLG 112E|Discrete Mathematics|English|3|5|||
BLG 113E|Intr.toComp.Eng.and Ethics|English|1,5|5|||
BLG 202E|Numerical Methods in CE|English|3|5|||
BLG 210E|Mühendislik Matematiği|English|4|5,5|BLG 210E|Mühendislik Matematiği|English|4|5,5| ( MAT 102 MIN. DD veya MAT 102E MIN. DD ) veya ( MAT 104 MIN. DD veya MAT 104E MIN. DD ) veya ( MAT 287 MIN. DD veya MAT 287E MIN. DD ) |Yok| -
BLG 210|Engineering Mathematics|Türkçe|4|5,5|||
BLG 212E|Microprocessor Systems|English|3|7|||
BLG 212E|Microprocessor Systems|English|3|7|||
BLG 221E|Data Structures|English|3|6|||
BLG 221E|Data Structures|English|3|6|||
BLG 222E|Computer Organization|English|3|4,5|||
BLG 222E|Computer Organization|English|3|4,5|||
BLG 223E|Data Structures|English|3,5|8|||
BLG 223E|Data Structures|English|3,5|8|||
BLG 231E|Digital Circuits|English|3|4,5|||
BLG 231E|Digital Circuits|English|3|4,5|||
BLG 233E|Data Structures and Laboratory|English|4,5|8|||
BLG 233E|Data Structures and Laboratory|English|4,5|8|||
BLG 242E|Logic Circuits Laboratory|English|1|4|||
BLG 242E|Logic Circuits Laboratory|English|1|4|||
BLG 252E|Object Oriented Programming|English|3|5|BLG 311|Biçimsel Diller ve Otom|Türkçe|3|5| ( BLG 112 MIN. DD veya BLG 112E MIN. DD ) |Yok| Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BLG 252E|Object Oriented Programming|English|3|5|||
BLG 311E|Formal Languages and Automata|English|3|5|BLG 311E|Formal Languages and Automata|English|3|5| ( BLG 112 MIN. DD veya BLG 112E MIN. DD ) |Yok| Dersin tanımı henüz Bölüm Başkanlığı tarafından girilmemiştir.
BLG 311E|Formal Languages and Automata|English|3|5|BLG 312|Bilgisayar İşletim Sistemleri|Türkçe|3|5| ( BLG 221 MIN. DD veya BLG 221E MIN. DD ) veya ( BLG 233 MIN. DD veya BLG 233E MIN. DD ) veya ( BLG 223 MIN. DD veya BLG 223E MIN. DD ) veya ( YZV 201 MIN. DD veya YZV 201E MIN. DD ) |Yok| Giriş, tarihçe. Proses kavramı, eşzamanlı prosesler ve karşılıklı dışlama. Proses yönetimi ve iş sıralama yöntemleri. Ölümcül kilitlenme ve önleme algoritmaları. Bellek yönetimi: segmantasyon, sayfalama ve ilgili yöntemler. Görüntü bellek. Giriş/Çıkış işlemleri. Dosya sistemleri. Unix işletim sistemi ve diğer örnek sistemler
BLG 312E|Computer Operating Systems|English|3|5|||
BLG 312E|Computer Operating Systems|English|3|5|||
BLG 317E|Database Systems|English|3|4,5|||
BLG 317E|Database Systems|English|3|4,5|||
BLG 322E|Computer Architecture|English|3|6|BLG 331|Gerçek Zaman Sistemleri|Türkçe|3|5| ( BLG 212 MIN. DD veya BLG 212E MIN. DD ) veya ( ELK 323 MIN. DD veya ELK 323E MIN. DD ) |Yok| Giriş birimi. Frekans ve periyot ölçme. Süre ve olay sayma. Analog giriş ve çıkışlar, alıcılar, yükselticiler, veri seçiciler. Veri yakalama devreleri. Örnekleme oranı, örnekleme hatası, netlik, hassasiyet, A/D ve D/A dönüştürücüler, sinyal izleme ve tutma. Veri işleme, hata ayıklama, işleme hızını artırma, dijital gürültü. Dağınık dizgelerden veri yakalama, iletişim pr otokol ve yöntemleri. Farkı işletim hızına sahip geri beslemeli denetim sistemlerinden veri yakalama ve işleme.
BLG 322E|Computer Architecture|English|3|6|||
BLG 331E|Real-Time Systems|English|3|5| ( BLG 212 MIN. DD veya BLG 212E MIN. DD ) veya ( ELK 323 MIN. DD veya ELK 323E MIN. DD ) |Yok|
BLG 331E|Real-Time Systems|English|3|5|||
BLG 335E|Analysis of Algorithms I|English|3|4,5|||
BLG 336E|Analysis of Algorithms II|English|3|5|BLG 337E|Principles of Computer Comm.|English|3|5||| Bilgisayar haberleşmesine giriş. Temel haberleşme kavramları. Shannon diyagramı, kaynak-kanal-varış düğümleri kullanılarak haberleşme tanımı). Veri haberleşmesi ve entropi kavramı. Uluslararası Standartlar Organizayonu Açık Sistem Arabağlaşım (ISO-OSI) başvuru modelinin incelenmesi. Bilgisayar ağlarında katmansal yapı. fiziksel katman ve veri bağı katmanında, tasarımıyla ilgili önemli noktaların ve protokollerin incelenmesi.
BLG 337E|Principles of Computer Comm.|English|3|5|||
BLG 342|Mikroişlemci Uygulama Laboratuvarı|Türkçe|1|0|||
BLG 345E|Logic &amp; Computability|English|3|5|||
BLG 346E|Basics of Visual Composition|English|3|4|||
BLG 346E|Basics of Visual Composition|English|3|4|||
BLG 348E|Introduction to Bioinformatics|English|3|5|||
